"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TXNIP",1.22815712169528e-79,0.65850902747783,0.665,0.406,2.72159618167674e-75,"0","TXNIP"
"VAMP2",3.75109385956982e-79,0.666739404939485,0.539,0.277,8.31242399280672e-75,"0","VAMP2"
"OCIAD2",1.84657402218503e-78,0.77013540177646,0.359,0.145,4.09200803316202e-74,"0","OCIAD2"
"RPL23AP65",2.24313459083444e-78,0.757485475302551,0.413,0.185,4.97078625328912e-74,"0","RPL23AP65"
"RPS10",2.83911902941791e-78,0.761073650650971,0.445,0.218,6.29148776919009e-74,"0","RPS10"
"SLC2A3",1.00366988825297e-77,0.636157345480393,0.348,0.123,2.22413247236859e-73,"0","SLC2A3"
"ITM2A",1.03484335795322e-77,0.769745429678163,0.273,0.086,2.29321288122434e-73,"0","ITM2A"
"C12orf57",1.33523634613644e-77,0.475922308411199,0.556,0.285,2.95888374303836e-73,"0","C12orf57"
"AL033519.2",1.81499771939735e-77,0.774622572639152,0.397,0.176,4.02203494618453e-73,"0","AL033519.2"
"IL2RG",6.54302244625259e-77,0.621842651609744,0.412,0.169,1.44993377408957e-72,"0","IL2RG"
"CD44",7.41756096364761e-77,0.516294144429494,0.626,0.344,1.64373150954431e-72,"0","CD44"
"ARHGDIB",2.11546134282841e-76,0.522860256346299,0.792,0.495,4.68786233570775e-72,"0","ARHGDIB"
"SNHG8",1.14637064832943e-75,0.689118199568805,0.52,0.277,2.54035735669801e-71,"0","SNHG8"
"PTGER4",2.37393086881363e-74,0.690432395279115,0.299,0.101,5.26063080529101e-70,"0","PTGER4"
"RPL10P12",7.98463511538623e-74,0.774131142141595,0.407,0.188,1.76939514156959e-69,"0","RPL10P12"
"RPL15P3",2.98718570907734e-73,0.644492238212236,0.571,0.329,6.61960353131538e-69,"0","RPL15P3"
"AC136632.1",6.12896498133142e-73,0.705063639353505,0.428,0.203,1.35817863986304e-68,"0","AC136632.1"
"NACA3P",6.72618865233084e-73,0.653283864326184,0.641,0.391,1.49052340535651e-68,"0","NACA3P"
"IRF1",1.40591628323926e-72,0.50336569203504,0.517,0.252,3.11551048365821e-68,"0","IRF1"
"ARID5B",8.22149691411186e-72,0.675551406673452,0.274,0.085,1.82188371616719e-67,"0","ARID5B"
"AC114760.2",2.2040101525185e-71,0.550210903223394,0.377,0.151,4.884086497981e-67,"0","AC114760.2"
"AL591846.1",4.87718813210817e-71,0.704952222132582,0.447,0.223,1.08078489007517e-66,"0","AL591846.1"
"LINC-PINT",2.02540614654015e-70,0.6101794187611,0.291,0.097,4.48830002073298e-66,"0","LINC-PINT"
"YPEL5",2.36122169226231e-70,0.578798618406011,0.673,0.45,5.23246727005327e-66,"0","YPEL5"
"AC026254.2",8.951527451742e-70,0.701654963533868,0.377,0.165,1.98365848330603e-65,"0","AC026254.2"
"NFKBIA",3.96986148577797e-69,0.322000127569159,0.866,0.625,8.79721305248397e-65,"0","NFKBIA"
"RPS28P7",8.31268665494358e-69,0.735617344694174,0.426,0.213,1.8420913627355e-64,"0","RPS28P7"
"RPL41P2",1.08766359273334e-68,0.643489208513477,0.457,0.233,2.41026252149709e-64,"0","RPL41P2"
"MCUB",7.89139954774578e-68,0.757654659996904,0.377,0.176,1.74873413978046e-63,"0","MCUB"
"AL669983.1",8.72747823278174e-68,0.647377653297532,0.366,0.16,1.93400917638443e-63,"0","AL669983.1"
"TSTD1",3.17606917878158e-67,0.652220928912121,0.382,0.17,7.03816930017999e-63,"0","TSTD1"
"ANAPC16",7.54010530698283e-67,0.608862028866814,0.576,0.356,1.67088733602739e-62,"0","ANAPC16"
"AC079140.2",3.32464393474665e-66,0.624718280171459,0.487,0.265,7.36741095939857e-62,"0","AC079140.2"
"ARHGAP45",3.34122296342612e-66,0.61952105063066,0.315,0.119,7.40415008695228e-62,"0","ARHGAP45"
"PBXIP1",9.29794743135181e-66,0.585403545860578,0.255,0.081,2.06042515078756e-61,"0","PBXIP1"
"IDS",2.42860227061396e-65,0.615811709053904,0.442,0.208,5.38178263168053e-61,"0","IDS"
"GPR183",6.66033335724813e-65,0.595023648660555,0.28,0.097,1.47592987196618e-60,"0","GPR183"
"TMSB4X",4.04058382007906e-64,0.341130247861795,0.999,0.968,8.95393374529521e-60,"0","TMSB4X"
"DDX18",4.95824476987884e-64,0.609397456198432,0.446,0.227,1.09874704100515e-59,"0","DDX18"
"APRT",5.35919879282107e-64,0.592065882847752,0.61,0.387,1.18759845248915e-59,"0","APRT"
"NR4A2",6.18225556086072e-64,0.536586408377336,0.517,0.27,1.36998783228673e-59,"0","NR4A2"
"SEPT9",1.02261773484651e-63,0.605122291967747,0.354,0.147,2.26612090041987e-59,"0","SEPT9"
"AC044787.1",3.33274943223353e-63,0.631033551747986,0.426,0.211,7.38537274182951e-59,"0","AC044787.1"
"RPS3AP5",4.02484828447116e-63,0.641939051009487,0.415,0.207,8.9190637983881e-59,"0","RPS3AP5"
"MLLT3",4.17698867789186e-62,0.670887443754142,0.252,0.089,9.25620691020837e-58,"0","MLLT3"
"SELL",6.79916309411545e-62,0.583091515060346,0.372,0.162,1.50669454165598e-57,"0","SELL"
"HNRNPDL",1.16177288841362e-61,0.528485152767091,0.688,0.454,2.57448872072458e-57,"0","HNRNPDL"
"ADD3",2.0320289919647e-61,0.567474658924105,0.299,0.114,4.50297624619377e-57,"0","ADD3"
"C16orf54",4.71349787027228e-61,0.630193793358345,0.392,0.175,1.04451112805234e-56,"0","C16orf54"
"CCNI",7.05510504923858e-61,0.489762870314993,0.755,0.596,1.56341127891127e-56,"0","CCNI"
"RSL1D1",2.30461990806256e-60,0.637361940863643,0.447,0.243,5.10703771626663e-56,"0","RSL1D1"
"AES",1.76709435559083e-58,0.587065911705926,0.297,0.117,3.91588109198927e-54,"0","AES"
"AC131235.1",3.07701677945598e-58,0.694329148923545,0.32,0.144,6.81866918327446e-54,"0","AC131235.1"
"RNASET2",7.46752695428101e-58,0.524212501444408,0.465,0.245,1.65480397306867e-53,"0","RNASET2"
"PPDPF",7.47511465050236e-58,0.491159971286991,0.75,0.528,1.65648540655132e-53,"0","PPDPF"
"PPP2R5C",9.93563787819442e-57,0.429118330021383,0.506,0.28,2.20173735380788e-52,"0","PPP2R5C"
"PEBP1",1.68721770801362e-56,0.608757697001642,0.441,0.233,3.73887444095818e-52,"0","PEBP1"
"KLF2",1.36262269240461e-55,0.503164553026701,0.472,0.25,3.01957188636863e-51,"0","KLF2"
"AL121612.1",5.59248386305487e-55,0.627683298712328,0.457,0.258,1.23929442405296e-50,"0","AL121612.1"
"TNRC6B",7.32820028145635e-55,0.596932932472171,0.465,0.269,1.62392918237073e-50,"0","TNRC6B"
"AL122020.1",1.21695986991297e-54,0.621446320872535,0.366,0.184,2.69678307172715e-50,"0","AL122020.1"
"EEF1A1P6",3.61194893560032e-54,0.638911593136364,0.325,0.15,8.00407884129031e-50,"0","EEF1A1P6"
"RPLP0P6",7.85518360564876e-54,0.575555860653212,0.412,0.218,1.74070868701177e-49,"0","RPLP0P6"
"HNRNPA0",9.41162318939319e-54,0.516215390628793,0.598,0.388,2.08561569876953e-49,"0","HNRNPA0"
"SRSF7",1.24224504979117e-53,0.444498086643314,0.653,0.43,2.75281503033723e-49,"0","SRSF7"
"ATM",2.17756839965718e-53,0.508805878808847,0.282,0.111,4.82549157364031e-49,"0","ATM"
"Z74021.1",6.57399033863421e-53,0.589782365079397,0.398,0.211,1.45679625904134e-48,"0","Z74021.1"
"AC087343.1",6.73411238624425e-53,0.60538698316705,0.367,0.184,1.49227930479172e-48,"0","AC087343.1"
"TBCC",9.75950866292235e-53,0.56486246823225,0.291,0.123,2.16270711970359e-48,"0","TBCC"
"TUBA1A",4.78446461971104e-52,0.486041441790058,0.527,0.32,1.06023735972797e-47,"0","TUBA1A"
"CREM",1.36178927688714e-51,0.519383803716648,0.273,0.108,3.01772503758191e-47,"0","CREM"
"NDUFS5",2.06613984515103e-51,0.47492212767183,0.581,0.367,4.57856589685468e-47,"0","NDUFS5"
"PIM2",2.17565388450216e-51,0.573857406551084,0.285,0.121,4.82124900805678e-47,"0","PIM2"
"RPS15AP17",6.265750546439e-51,0.591988255383553,0.305,0.139,1.38849032109088e-46,"0","RPS15AP17"
"FNBP1",1.0037552581481e-50,0.520379931290986,0.385,0.19,2.2243216520562e-46,"0","FNBP1"
"CUTA",4.26254676035928e-50,0.504286132222856,0.54,0.345,9.44580362095616e-46,"0","CUTA"
"DDX24",4.39603810116117e-50,0.585712390050292,0.406,0.223,9.74162043217316e-46,"0","DDX24"
"HLA-F",1.26116744924982e-49,0.466722904161953,0.387,0.187,2.79474706753759e-45,"0","HLA-F"
"SON",1.42933466043307e-49,0.433364689515718,0.646,0.451,3.16740560751969e-45,"0","SON"
"ISG20",2.04036285945198e-49,0.555467996184812,0.409,0.223,4.52144409654558e-45,"0","ISG20"
"PRRC2C",9.44814575002106e-49,0.488921059112817,0.444,0.251,2.09370909820467e-44,"0","PRRC2C"
"RSL24D1",1.06156379826883e-48,0.49081565195215,0.555,0.362,2.35242537696372e-44,"0","RSL24D1"
"HIGD2A",1.15041187724212e-48,0.486686444635113,0.524,0.322,2.54931271996853e-44,"0","HIGD2A"
"AC004057.1",3.06409240085148e-48,0.554069523495071,0.331,0.162,6.79002876028687e-44,"0","AC004057.1"
"PPP1R2",3.72285675683599e-48,0.526022164108875,0.325,0.153,8.24985057314855e-44,"0","PPP1R2"
"RPL7P23",5.06599372499376e-48,0.567929173343348,0.356,0.185,1.12262420945862e-43,"0","RPL7P23"
"EIF3K",5.51260912827611e-48,0.415863336036397,0.719,0.522,1.22159418282599e-43,"0","EIF3K"
"ZC3HAV1",9.24733896303573e-48,0.676263782665906,0.382,0.213,2.04921031420872e-43,"0","ZC3HAV1"
"RPL17P36",2.24964116337569e-47,0.576970810914191,0.32,0.156,4.98520481804053e-43,"0","RPL17P36"
"MT-ND2",2.50993946108205e-47,0.25248743623778,0.996,0.864,5.56202584575782e-43,"0","MT-ND2"
"HINT1P1",3.9232076863426e-47,0.541591099244415,0.343,0.174,8.69382823293521e-43,"0","HINT1P1"
"AC009245.1",5.2463374291742e-47,0.562648770717468,0.374,0.2,1.162588374305e-42,"0","AC009245.1"
"RPL35P5",9.42972987764962e-46,0.581542336706464,0.38,0.211,2.08962814088716e-41,"0","RPL35P5"
"AC018738.1",1.53418544412847e-45,0.537395230768818,0.339,0.174,3.39975494418869e-41,"0","AC018738.1"
"DUSP2",1.71728256244657e-45,0.290434563442375,0.425,0.23,3.8054981583816e-41,"0","DUSP2"
"ARHGEF1",2.87511636110235e-45,0.465563071111553,0.26,0.108,6.3712578562028e-41,"0","ARHGEF1"
"SERINC1",9.1906390400866e-45,0.546101176900658,0.356,0.192,2.03664561128319e-40,"0","SERINC1"
"SOD1",1.6827357210083e-44,0.479129417315552,0.646,0.479,3.7289423577544e-40,"0","SOD1"
"EIF3FP3",1.94419242296088e-44,0.488834498732495,0.451,0.262,4.30833040928131e-40,"0","EIF3FP3"
"LY6E",2.95289795611688e-44,0.375152885314021,0.486,0.288,6.543621870755e-40,"0","LY6E"
"EIF2S3",3.03013777675727e-44,0.413793621311891,0.579,0.373,6.7147853132941e-40,"0","EIF2S3"
"AP003385.3",3.60737862654217e-44,0.543527966011266,0.291,0.138,7.99395103641744e-40,"0","AP003385.3"
"LIMD2",5.53898657819026e-44,0.383836053497858,0.517,0.305,1.22743942572696e-39,"0","LIMD2"
"BIN2",6.23611919250443e-44,0.410847027483125,0.307,0.137,1.38192401305898e-39,"0","BIN2"
"EEF1B2P6",7.82503945928295e-44,0.563620544727368,0.34,0.178,1.7340287441771e-39,"0","EEF1B2P6"
"KRR1",8.95465944148304e-44,0.510891976494653,0.281,0.129,1.98435253223264e-39,"0","KRR1"
"ELF1",1.05879105075557e-43,0.490552355699989,0.417,0.236,2.34628096847435e-39,"0","ELF1"
"EIF3G",2.56734891916176e-43,0.443764451040167,0.513,0.322,5.68924520486246e-39,"0","EIF3G"
"OST4",6.32904088392179e-43,0.409834100646927,0.701,0.549,1.40251545987707e-38,"0","OST4"
"ADGRE5",2.0149800296079e-42,0.494119290442061,0.359,0.182,4.46519574561111e-38,"0","ADGRE5"
"C19orf53",2.05427555355533e-42,0.498937470871201,0.505,0.335,4.55227462667861e-38,"0","C19orf53"
"NDFIP1",2.44405637111211e-42,0.548567041409546,0.39,0.234,5.41602891838444e-38,"0","NDFIP1"
"EDF1",4.44114166105369e-42,0.394796524783414,0.652,0.471,9.84156992089498e-38,"0","EDF1"
"RGCC",4.92506612493422e-42,0.680535732183371,0.501,0.357,1.09139465328542e-37,"0","RGCC"
"RAC2",1.32644005944313e-41,0.416178868300224,0.472,0.28,2.93939117172599e-37,"0","RAC2"
"ATP6V1G1",1.56405873690762e-41,0.397471725795729,0.627,0.437,3.46595416098729e-37,"0","ATP6V1G1"
"TOMM20",2.20849208129616e-41,0.500230272350901,0.453,0.283,4.89401845215228e-37,"0","TOMM20"
"AC087190.1",5.11254608966117e-41,0.554505781219539,0.279,0.137,1.13294021346892e-36,"0","AC087190.1"
"RPS19P3",1.26650556667477e-40,0.529170350063336,0.307,0.156,2.8065763357513e-36,"0","RPS19P3"
"SKP1",5.30426407198318e-40,0.361109137947496,0.795,0.692,1.17542491835147e-35,"0","SKP1"
"KLF6",6.40562711017389e-40,0.304083161797136,0.688,0.464,1.41948696761453e-35,"0","KLF6"
"SRSF6",7.3580747087731e-40,0.419026830544762,0.512,0.329,1.63054935546412e-35,"0","SRSF6"
"RPL21P131",7.96489938539818e-40,0.52245613694213,0.267,0.126,1.76502170380424e-35,"0","RPL21P131"
"NDUFA4",8.61251035238505e-40,0.310133901417057,0.724,0.509,1.90853229408853e-35,"0","NDUFA4"
"RPL10P15",8.69387539357467e-40,0.53452939204556,0.275,0.132,1.92656278721615e-35,"0","RPL10P15"
"PPA1",1.55289888703166e-39,0.534866051368376,0.368,0.212,3.44122393366216e-35,"0","PPA1"
"GTF3A",2.37023109946174e-39,0.477906667869869,0.491,0.313,5.25243211640721e-35,"0","GTF3A"
"GMFG",3.48725265694397e-39,0.311761840631197,0.658,0.44,7.72775188778784e-35,"0","GMFG"
"SMDT1",1.26438745857895e-38,0.535056131895198,0.46,0.305,2.80188260821096e-34,"0","SMDT1"
"AC106872.7",2.19835709698004e-38,0.570301515228168,0.276,0.139,4.87155932690777e-34,"0","AC106872.7"
"ANXA1",2.93589536972084e-38,0.397595789158523,0.555,0.35,6.50594413930138e-34,"0","ANXA1"
"BTG2",3.46204949283296e-38,0.398453474105298,0.519,0.343,7.67190167611784e-34,"0","BTG2"
"TBC1D10C",5.56541486691059e-38,0.405945037199962,0.305,0.148,1.23329593450739e-33,"0","TBC1D10C"
"BCAS2",7.14938227627625e-38,0.485020394303486,0.31,0.164,1.58430311242282e-33,"0","BCAS2"
"RPS24",9.45986722179614e-38,0.289265795724996,0.999,0.904,2.09630657635002e-33,"0","RPS24"
"HMGN1",2.13386073906628e-37,0.264322527537042,0.595,0.37,4.72863539777088e-33,"0","HMGN1"
"EIF3D",4.89992699491722e-37,0.481557685700273,0.437,0.277,1.08582382207366e-32,"0","EIF3D"
"RPL13AP20",2.88915474128971e-36,0.47215006030565,0.252,0.121,6.40236690669799e-32,"0","RPL13AP20"
"TTC3",7.74614996145616e-36,0.48342469393498,0.307,0.164,1.71654683145869e-31,"0","TTC3"
"PSMA3-AS1",1.11530206793045e-35,0.439666585315639,0.368,0.209,2.47150938253388e-31,"0","PSMA3-AS1"
"RGS10",1.50250508448444e-35,0.560884941163678,0.432,0.309,3.32955126721753e-31,"0","RGS10"
"TMEM243",2.24910217221785e-35,0.358527597466739,0.275,0.131,4.98401041363476e-31,"0","TMEM243"
"COX6C",1.64119755035166e-34,0.311286733394194,0.685,0.502,3.63689377157929e-30,"0","COX6C"
"RPL12P16",2.00125170243443e-34,0.518735724090075,0.297,0.162,4.43477377259469e-30,"0","RPL12P16"
"MPHOSPH8",5.13916407175046e-34,0.505562093096528,0.301,0.166,1.1388387582999e-29,"0","MPHOSPH8"
"AC010468.1",5.24887025836087e-34,0.496646960731395,0.275,0.144,1.16314964925277e-29,"0","AC010468.1"
"EPB41L4A-AS1",1.60429294515644e-33,0.474913250213399,0.252,0.124,3.55511316646668e-29,"0","EPB41L4A-AS1"
"PSME1",4.68064844458091e-33,0.333701368689082,0.63,0.481,1.03723169531913e-28,"0","PSME1"
"RIPOR2",7.00821258235167e-33,0.382423925164041,0.294,0.148,1.55301990824913e-28,"0","RIPOR2"
"CIB1",1.36661073955788e-32,0.48513392748779,0.367,0.223,3.02840939886026e-28,"0","CIB1"
"IFRD1",1.89047003984083e-32,0.329381629051703,0.378,0.219,4.18928160828728e-28,"0","IFRD1"
"TAF1D",2.29626223003235e-32,0.487016354236122,0.291,0.158,5.08851710175169e-28,"0","TAF1D"
"RPS24P8",2.86686621160128e-32,0.424289258034416,0.394,0.237,6.35297552490845e-28,"0","RPS24P8"
"MBNL1",2.96500191431908e-32,0.45015188456971,0.408,0.259,6.57044424213108e-28,"0","MBNL1"
"RSRP1",4.9448156603626e-32,0.317994105865444,0.379,0.224,1.09577115033635e-27,"0","RSRP1"
"RBM39",5.41951578994182e-32,0.256713571797343,0.654,0.478,1.20096469905111e-27,"0","RBM39"
"NSA2",5.51004892131443e-32,0.45197802446961,0.341,0.204,1.22102684096328e-27,"0","NSA2"
"PSIP1",6.11509856580717e-32,0.47159815912309,0.331,0.199,1.35510584218287e-27,"0","PSIP1"
"SMCHD1",1.66357455044276e-31,0.417346089143623,0.317,0.175,3.68648120378115e-27,"0","SMCHD1"
"RSRC2",6.90649796806328e-31,0.362213138889351,0.468,0.314,1.53047994972282e-26,"0","RSRC2"
"CYCS",1.56491221353958e-30,0.380104111433376,0.515,0.366,3.46784546520371e-26,"0","CYCS"
"CCDC59",3.64936689483645e-30,0.480333927452396,0.33,0.198,8.08699703895758e-26,"0","CCDC59"
"CYTIP",5.19439331349613e-30,0.369759511976502,0.256,0.127,1.15107755827074e-25,"0","CYTIP"
"PPP1R15A",1.04615817537304e-29,0.327281091179179,0.635,0.492,2.31828651662666e-25,"0","PPP1R15A"
"RWDD1",4.06497912400336e-29,0.442794069081859,0.377,0.246,9.00799373879145e-25,"0","RWDD1"
"PLP2",5.52636568137388e-29,0.428996089992167,0.367,0.225,1.22464263499245e-24,"0","PLP2"
"CAMLG",9.1801010910264e-29,0.495209310829964,0.294,0.169,2.03431040177145e-24,"0","CAMLG"
"RPL35P1",9.90786657380305e-29,0.493726111511843,0.286,0.165,2.19558323275476e-24,"0","RPL35P1"
"KLRB1",1.55983456717814e-28,0.600430732994828,0.304,0.172,3.45659340086676e-24,"0","KLRB1"
"CCNG1",2.84946796528638e-28,0.487740924474318,0.276,0.158,6.31442101107462e-24,"0","CCNG1"
"SEPT6",1.84884643135871e-27,0.378111650526305,0.253,0.132,4.09704369189089e-23,"0","SEPT6"
"ARL6IP5",2.02962736283463e-27,0.37735070894155,0.382,0.245,4.49765423604153e-23,"0","ARL6IP5"
"GPX4",2.20269960869971e-27,0.291977426408532,0.559,0.413,4.88118233287856e-23,"0","GPX4"
"PFN1P1",2.7381718930122e-27,0.251210070894696,0.512,0.343,6.06778891491503e-23,"0","PFN1P1"
"ANXA6",3.88750653792702e-27,0.276476439221983,0.263,0.135,8.61471448804627e-23,"0","ANXA6"
"AC097523.1",4.77223141800099e-27,0.441461946003325,0.294,0.174,1.05752648222902e-22,"0","AC097523.1"
"NSD3",5.35683242186703e-27,0.510458574517649,0.252,0.141,1.18707406468573e-22,"0","NSD3"
"PNISR",1.10529748487835e-26,0.329898757014245,0.474,0.328,2.44933922649043e-22,"0","PNISR"
"CELF2",2.03128573501925e-26,0.278565408483856,0.32,0.18,4.50132918880266e-22,"0","CELF2"
"KMT2E",3.38670435400033e-26,0.359722196278925,0.411,0.275,7.50493684846473e-22,"0","KMT2E"
"RPL24P7",1.01855532200409e-25,0.469851546197364,0.264,0.153,2.25711859356107e-21,"0","RPL24P7"
"TUBA4A",1.59129047132549e-25,0.325108673546907,0.302,0.179,3.5262996844573e-21,"0","TUBA4A"
"DNAJB9",1.69852089019126e-25,0.427295244934744,0.252,0.141,3.76392229266384e-21,"0","DNAJB9"
"RBMX",1.73628246922067e-25,0.368873917019306,0.414,0.281,3.84760195179299e-21,"0","RBMX"
"ATP5O",2.41145530393316e-25,0.344006404494168,0.55,0.41,5.34378495351587e-21,"0","ATP5O"
"CAPZB",5.57812864824197e-25,0.312614853407708,0.411,0.268,1.23611330845042e-20,"0","CAPZB"
"SRRM1",6.92247404453386e-25,0.327409424792455,0.483,0.337,1.5340202482687e-20,"0","SRRM1"
"SLC25A6.1",2.2375121275158e-24,0.311523977431654,0.414,0.275,4.95832687457501e-20,"0","SLC25A6.1"
"SVIP",8.63444117579765e-24,0.474139099647853,0.26,0.158,1.91339216455676e-19,"0","SVIP"
"SBNO1",1.49492266175766e-23,0.467199313415992,0.297,0.188,3.31274861845497e-19,"0","SBNO1"
"ABRACL",3.20136223248568e-23,0.361648604655912,0.348,0.224,7.09421870718827e-19,"0","ABRACL"
"CLEC2B",1.09059762918319e-22,0.325759032184247,0.308,0.184,2.41676434626995e-18,"0","CLEC2B"
"LDHA",8.58916033192908e-22,0.292940537377634,0.436,0.302,1.90335792955549e-17,"0","LDHA"
"ILF3-AS1",8.83241477418796e-22,0.334905628155318,0.281,0.169,1.95726311396005e-17,"0","ILF3-AS1"
"PNRC1",9.63280845526841e-22,0.291315988064979,0.424,0.293,2.13463035368748e-17,"0","PNRC1"
"CLK1",1.26411840537878e-21,0.332074775381319,0.406,0.286,2.80128638631938e-17,"0","CLK1"
"DAD1",8.11222207513344e-21,0.380011351096753,0.421,0.32,1.79766841184957e-16,"0","DAD1"
"AC026366.1",8.14401683490527e-21,0.3629225682712,0.299,0.19,1.80471413061501e-16,"0","AC026366.1"
"MED10",1.39014217702022e-20,0.356399364553633,0.281,0.176,3.0805550642768e-16,"0","MED10"
"ALKBH7",6.05373097366081e-20,0.373251780150809,0.292,0.192,1.34150678376323e-15,"0","ALKBH7"
"FBL",1.01160833062068e-19,0.343318369268958,0.353,0.243,2.24172406065542e-15,"0","FBL"
"CCDC85B",2.37353890437338e-19,0.273550524363093,0.356,0.242,5.25976221209141e-15,"0","CCDC85B"
"HSPB1",6.92521822544086e-19,0.314925260257985,0.294,0.196,1.53462835875769e-14,"0","HSPB1"
"C9orf16",4.25471249667247e-18,0.310777493598111,0.437,0.339,9.42844289262619e-14,"0","C9orf16"
"NDUFA12",4.59005465595549e-18,0.339806716269514,0.317,0.218,1.01715611175974e-13,"0","NDUFA12"
"AL031729.1",1.13691766631764e-17,0.337062183775349,0.288,0.193,2.51940954855988e-13,"0","AL031729.1"
"CNBP",3.201708421943e-17,0.280484238049693,0.468,0.374,7.0949858630257e-13,"0","CNBP"
"N4BP2L2",3.4809750926702e-17,0.307163451967435,0.355,0.254,7.71384080535716e-13,"0","N4BP2L2"
"PDCD4",1.09518387926068e-16,0.280276333052489,0.253,0.161,2.42692747644166e-12,"0","PDCD4"
"EIF2A",2.34855395100723e-16,0.374286922143133,0.258,0.172,5.20439555543203e-12,"0","EIF2A"
"ANXA11",2.55024564222977e-16,0.276753453162941,0.262,0.166,5.65134434318117e-12,"0","ANXA11"
"ST13",2.99724612006137e-16,0.375095431061131,0.433,0.366,6.641897402056e-12,"0","ST13"
"YME1L1",3.58160410108251e-16,0.280479200346339,0.293,0.196,7.93683468799884e-12,"0","YME1L1"
"TMA7",4.60894182531399e-16,0.293967034292937,0.444,0.35,1.02134150848958e-11,"0","TMA7"
"ATP5H",4.75464452185745e-16,0.29276724221126,0.371,0.28,1.05362922604361e-11,"0","ATP5H"
"MAPK1IP1L",6.06383475545844e-16,0.350817151920997,0.264,0.179,1.34374578180959e-11,"0","MAPK1IP1L"
"AC127070.1",4.35586499994484e-15,0.309922467350384,0.307,0.219,9.65259683987776e-11,"0","AC127070.1"
"HNRNPA1P48",8.72519775012767e-15,0.272222357788174,0.255,0.168,1.93350382142829e-10,"0","HNRNPA1P48"
"AL009174.1",9.44506864524732e-15,0.263113581546722,0.308,0.215,2.09302721178681e-10,"0","AL009174.1"
"AC112191.2",5.25465499845689e-14,0.35850438396417,0.278,0.2,1.16443154765805e-09,"0","AC112191.2"
"TMED2",1.00452585634415e-13,0.256368088467635,0.346,0.259,2.22602929765864e-09,"0","TMED2"
"CSDE1",2.96435602543589e-13,0.291592851779199,0.427,0.366,6.56901295236594e-09,"0","CSDE1"
"MIER1",8.17795161169466e-13,0.276541677407146,0.296,0.215,1.81223407715154e-08,"0","MIER1"
"ORMDL1",1.71098265739432e-12,0.250445432806699,0.26,0.182,3.79153756878581e-08,"0","ORMDL1"
"MARCH6",2.75242871877449e-12,0.317384282950558,0.411,0.353,6.09938204080427e-08,"0","MARCH6"
"RAP1A",1.18712421742573e-11,0.255567552364582,0.351,0.28,2.63066726581541e-07,"0","RAP1A"
"MRPL54",1.59070007595363e-10,0.276626408234075,0.319,0.253,3.52499136831325e-06,"0","MRPL54"
"PPP1CB",9.41063490705112e-10,0.324508214235092,0.431,0.386,2.08539669540253e-05,"0","PPP1CB"
"RGS1",1.88816114081344e-09,0.327171333852907,0.258,0.189,4.18416508804259e-05,"0","RGS1"
